wall_time_s,elapsed_s,mode,thrust_raw,thrust_percent,roll_cmd_deg,pitch_cmd_deg,yawrate_cmd_deg_s,target_x,target_y,figure8_active,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,yaw_deg,mocap_age_s,mocap_frame_count,drift_x_m,drift_y_m,horizontal_drift_m,velocity_x_m_s,velocity_y_m_s,horizontal_speed_m_s,body_error_x_m,body_error_y_m,body_velocity_x_m_s,body_velocity_y_m_s,battery_v,estimate_z
1779208337.368615,0.001842498779296875,figure8,0,0.0,0.0,-0.0,0.0,0.0034829527,0.006508152,0,0.0034829527,0.006508152,0.03704864,0.007475323509424925,0.015500848181545734,-0.6506745219230652,-0.7591617703437805,81.211972491618,0.04265713691711426,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.096187591552734,112.22566986083984
1779208337.4364917,0.06971931457519531,figure8,0,0.0,7.548612e-05,-7.6379154e-05,0.0,0.0034829527,0.006508152,0,0.0034863893,0.0065033967,0.037051685,0.007781399413943291,0.01453548762947321,-0.6505615711212158,-0.7592745423316956,81.19177768561886,0.012997627258300781,63,3.4365803e-06,-4.755333e-06,5.867135308571785e-06,1.0570156e-05,-1.4626346e-05,1.804600141581559e-05,4.1730154e-06,4.124224e-06,-1.2835266e-05,-1.2685194e-05,4.096187591552734,112.22566986083984
1779208337.5006306,0.13385820388793945,figure8,0,0.0,0.00046740242,0.0009720152,0.0,0.0034829527,0.006508152,0,0.0035112668,0.006545919,0.03711554,0.006912533193826675,0.01576692797243595,-0.6504654884338379,-0.7593406438827515,81.18124852879683,0.004574775695800781,64,2.8314069e-05,3.7766993e-05,4.72020360066976e-05,0.000110252855,0.0001655663,0.00019891680132731295,-4.1661333e-05,2.2189317e-05,0.00018051181,-8.356663e-05,4.090909004211426,112.19562530517578
1779208337.5851965,0.21842408180236816,figure8,0,0.0,-0.00016023916,0.001167094,0.0,0.0034829527,0.006508152,0,0.0034891423,0.0065695182,0.037109464,0.007136719301342964,0.015209713019430637,-0.6502118110656738,-0.759567141532898,81.14112278596096,0.0073089599609375,65,6.18957e-06,6.136624e-05,6.167760004460393e-05,-3.9327715e-06,0.00020241272,0.0002024509116550717,-6.158739e-05,-3.334746e-06,0.00019939242,3.505767e-05,4.090909004211426,112.24188995361328
1779208337.6873071,0.32053470611572266,figure8,0,0.0,0.00043018328,0.00076238875,0.0,0.0034829527,0.006508152,0,0.003516281,0.0065564937,0.03708825,0.0068761748261749744,0.015692690387368202,-0.6503909826278687,-0.7594063878059387,81.16974595937354,0.017204761505126953,66,3.332831e-05,4.8341695e-05,5.871708360046817e-05,8.553679e-05,9.931649e-05,0.00013107366995264896,-5.2884872e-05,2.5512465e-05,0.00011126988,-6.927712e-05,4.090909004211426,112.22097778320312
1779208337.7714314,0.4046590328216553,figure8,0,0.0,-0.0010311343,0.0014073495,0.0,0.0034829527,0.006508152,0,0.0034563616,0.0066039567,0.037128083,0.006837864872068167,0.015804896131157875,-0.6497780680656433,-0.7599288821220398,81.07768819400057,0.019652366638183594,67,-2.6591122e-05,9.580469e-05,9.942648365202717e-05,-0.00016020934,0.00024385394,0.0002917734971353028,-9.052126e-05,-4.1128194e-05,0.0002160555,0.00019609128,4.090909004211426,112.22191619873047
1779208337.8327973,0.46602487564086914,figure8,0,0.0,0.0004016974,0.00041362166,0.0,0.0034829527,0.006508152,0,0.0035036132,0.0065636863,0.037076622,0.007009773515164852,0.015521032735705376,-0.6501078605651855,-0.7596510648727417,81.12647392300421,0.008815526962280273,68,2.066046e-05,5.55343e-05,5.925295683546049e-05,8.4182386e-05,3.3754914e-06,8.425003211403166e-05,-5.805658e-05,1.1846801e-05,1.632055e-05,-8.265415e-05,4.090909004211426,112.22191619873047
1779208337.9211988,0.5544264316558838,figure8,0,0.0,0.0003539647,0.0006360521,0.0,0.0034829527,0.006508152,0,0.003507983,0.0065752007,0.037109625,0.006758920382708311,0.016303658485412598,-0.6503115892410278,-0.7594625353813171,81.15988697633577,0.01211237907409668,69,2.5030226e-05,6.7048706e-05,7.156843587469242e-05,7.4331394e-05,4.2951928e-05,8.584884734586636e-05,-7.0098824e-05,1.4429003e-05,5.386478e-05,-6.6847664e-05,4.090909004211426,112.20964050292969
1779208338.0079603,0.6411879062652588,figure8,0,0.0,0.00046410653,-0.0011768691,0.0,0.0034829527,0.006508152,0,0.0035039596,0.006486316,0.03705601,0.007777970749884844,0.014656436629593372,-0.6506755948066711,-0.7591745853424072,81.20937396903216,0.011676788330078125,70,2.1006912e-05,-2.1835789e-05,3.0300033776070622e-05,3.818983e-05,-0.00027573924,0.0002783713039078305,1.836893e-05,2.409719e-05,-0.0002666639,-7.988085e-05,4.096187591552734,112.23674011230469
1779208338.091527,0.7247545719146729,figure8,0,0.0,4.7733294e-05,-0.00033488037,0.0,0.0034829527,0.006508152,0,0.0034915283,0.0065159174,0.037078984,0.006882119923830032,0.01612752489745617,-0.6503804922103882,-0.7594062089920044,81.16967966767244,0.0035135746002197266,71,8.575618e-06,7.765368e-06,1.1569017226090058e-05,-1.3923318e-05,-9.620771e-05,9.720999069028481e-05,-8.989759e-06,7.281922e-06,-9.7204735e-05,-1.0104404e-06,4.090909004211426,112.1802978515625
