wall_time_s,elapsed_s,mode,thrust_raw,thrust_percent,roll_cmd_deg,pitch_cmd_deg,yawrate_cmd_deg_s,target_x,target_y,target_error_x_m,target_error_y_m,target_error_m,xy_control_active,figure8_active,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,yaw_deg,mocap_age_s,mocap_frame_count,drift_x_m,drift_y_m,horizontal_drift_m,velocity_x_m_s,velocity_y_m_s,horizontal_speed_m_s,body_error_x_m,body_error_y_m,body_velocity_x_m_s,body_velocity_y_m_s,battery_v,estimate_z
1779210643.7163453,0.0004112720489501953,hold-xy,0,0.0,0.0,0.0,0.0,0.014015405,0.002719584,0.0,0.0,0.0,0,0,0.014015405,0.002719584,0.037167,0.008588525466620922,0.008297028951346874,-0.639737069606781,-0.7685010433197021,79.55243747731298,0.0731956958770752,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9747800827026367,115.90911102294922
1779210643.7379801,0.02204608917236328,hold-xy,0,0.0,0.0,0.0,0.0,0.014015405,0.002719584,3.8091093e-06,-1.52196735e-05,1.5689097132539156e-05,0,0,0.014019215,0.0027043642,0.03717312,0.008521860465407372,0.008292735554277897,-0.6396264433860779,-0.7685939073562622,79.5359354397963,0.014914989471435547,63,3.8091093e-06,-1.52196735e-05,1.5689097132539156e-05,1.429926e-05,-5.713411e-05,5.889631133669002e-05,0.0,0.0,0.0,0.0,3.9747800827026367,115.90911102294922
1779210643.7986467,0.08271265029907227,hold-xy,0,0.0,0.0,0.0,0.0,0.014015405,0.002719584,-3.1944364e-07,2.5045127e-05,2.504716322985669e-05,0,0,0.014015086,0.002744629,0.037195023,0.008190455846488476,0.008882749825716019,-0.639790952205658,-0.7684540152549744,79.56160724006165,0.0014939308166503906,64,-3.1944364e-07,2.5045127e-05,2.504716322985669e-05,-6.708102e-06,0.00012304877,0.000123231482327726,0.0,0.0,0.0,0.0,3.9747800827026367,115.90911102294922
1779210643.879914,0.16398000717163086,hold-xy,0,0.0,0.0,0.0,0.0,0.014015405,0.002719584,-5.4302625e-05,-1.2227334e-05,5.566222204979478e-05,0,0,0.013961103,0.0027073566,0.03718301,0.008189909160137177,0.009217138402163982,-0.6396231055259705,-0.7685897946357727,79.53727036950217,0.0040743350982666016,65,-5.4302625e-05,-1.2227334e-05,5.566222204979478e-05,-0.00021051067,-5.596997e-05,0.00021782419369482443,0.0,0.0,0.0,0.0,3.9747800827026367,115.86444854736328
1779210643.9609196,0.24498558044433594,hold-xy,0,0.0,0.0,0.0,0.0,0.014015405,0.002719584,-1.2451783e-05,3.75323e-06,1.300513836039514e-05,0,0,0.014002954,0.0027233372,0.037177227,0.00845849048346281,0.008263952098786831,-0.6397325396537781,-0.7685065865516663,79.55169570664972,0.001897573471069336,66,-1.2451783e-05,3.75323e-06,1.300513836039514e-05,3.5790727e-06,1.8455488e-05,1.8799329706857123e-05,0.0,0.0,0.0,0.0,3.9747800827026367,115.84688568115234
1779210644.0425391,0.32660508155822754,hold-xy,0,0.0,0.0,0.0,0.0,0.014015405,0.002719584,1.55624e-06,-1.6253442e-05,1.6327775264249968e-05,0,0,0.014016962,0.0027033305,0.03716545,0.00828822236508131,0.009007880464196205,-0.6395644545555115,-0.7686399817466736,79.52809885807116,0.012726783752441406,67,1.55624e-06,-1.6253442e-05,1.6327775264249968e-05,6.186952e-05,-7.1866816e-05,9.482972543150429e-05,0.0,0.0,0.0,0.0,3.9747800827026367,115.8226547241211
1779210644.1246402,0.4087061882019043,hold-xy,0,0.0,0.0,0.0,0.0,0.014015405,0.002719584,3.6185607e-05,8.996576e-07,3.6196788504657235e-05,0,0,0.014051591,0.0027204836,0.03719397,0.008709760382771492,0.007295828312635422,-0.6397366523742676,-0.7685102820396423,79.5505738731198,0.010588407516479492,68,3.6185607e-05,8.996576e-07,3.6196788504657235e-05,0.00016663338,1.0780139e-05,0.00016698172352713612,0.0,0.0,0.0,0.0,3.9747800827026367,115.8536376953125
1779210644.2282467,0.512312650680542,hold-xy,0,0.0,0.0,0.0,0.0,0.014015405,0.002719584,-3.3545308e-05,-2.3281202e-05,4.083261042576112e-05,0,0,0.01398186,0.0026963027,0.037168402,0.008579283021390438,0.007961384020745754,-0.6396030783653259,-0.7686161994934082,79.53183418008682,0.011116266250610352,69,-3.3545308e-05,-2.3281202e-05,4.083261042576112e-05,-8.6301516e-05,-6.282988e-05,0.00010674992196852892,0.0,0.0,0.0,0.0,3.9747800827026367,115.83544921875
1779210644.329857,0.6139230728149414,hold-xy,0,0.0,0.0,0.0,0.0,0.014015405,0.002719584,-1.5225261e-05,1.0297634e-05,1.8380692565840238e-05,0,0,0.01400018,0.0027298816,0.037193876,0.00796719454228878,0.009612944908440113,-0.6395499110221863,-0.7686481475830078,79.52718832140123,0.01938915252685547,70,-1.5225261e-05,1.0297634e-05,1.8380692565840238e-05,-1.5278492e-06,6.39462e-05,6.396444898353685e-05,0.0,0.0,0.0,0.0,3.9747800827026367,115.85211181640625
1779210644.411097,0.6951630115509033,hold-xy,0,0.0,0.0,0.0,0.0,0.014015405,0.002719584,-3.259629e-06,-2.0107254e-06,3.829908251173718e-06,0,0,0.014012146,0.0027175732,0.03715586,0.008461248129606247,0.008575400337576866,-0.6396247744560242,-0.768592894077301,79.53623127781455,0.008936405181884766,71,-3.259629e-06,-2.0107254e-06,3.829908251173718e-06,3.807965e-05,4.4918634e-06,3.8343662945919605e-05,0.0,0.0,0.0,0.0,3.9747800827026367,115.88633728027344
