wall_time_s,elapsed_s,mode,thrust_raw,thrust_percent,roll_cmd_deg,pitch_cmd_deg,yawrate_cmd_deg_s,target_x,target_y,figure8_active,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,yaw_deg,mocap_age_s,mocap_frame_count,drift_x_m,drift_y_m,horizontal_drift_m,velocity_x_m_s,velocity_y_m_s,horizontal_speed_m_s,body_error_x_m,body_error_y_m,body_velocity_x_m_s,body_velocity_y_m_s,battery_v,estimate_z
1779208293.3538654,1.2566888332366943,figure8,0,0.0,0.0002554048,0.00010540047,0.0,0.017932285,0.00036355783,0,0.017926296,0.0003706147,0.037420962,0.005151295568794012,0.018717600032687187,-0.6582893133163452,-0.752514660358429,82.37782522879796,0.01580953598022461,69,-5.988404e-06,7.056864e-06,9.25528563453486e-06,7.576472e-05,7.0627757e-06,7.609320530970318e-05,-6.200209e-06,-6.8715144e-06,1.7049802e-05,-7.415847e-05,4.101466178894043,112.62532043457031
1779208293.434829,1.3376524448394775,figure8,0,0.0,0.00020620823,-0.00079827884,0.0,0.017932285,0.00036355783,0,0.017922537,0.0003279387,0.03740169,0.005139682907611132,0.018683668226003647,-0.6583545804023743,-0.7524584531784058,82.38762168032672,0.014785528182983398,70,-9.747222e-06,-3.561913e-05,3.6928725877784525e-05,3.9281455e-05,-0.00015121132,0.00015623026642958574,3.6596437e-05,-4.942834e-06,-0.00014467505,-5.896631e-05,4.101466178894043,112.67779541015625
1779208293.4972076,1.4000310897827148,figure8,0,0.0,-0.00040489165,-0.00020666991,0.0,0.017932285,0.00036355783,0,0.017901516,0.0003492129,0.037438903,0.0049301497638225555,0.01916748844087124,-0.6582368612289429,-0.7525506615638733,82.3716474293666,0.005927324295043945,71,-3.0769035e-05,-1.4344929e-05,3.3948645502504355e-05,-6.103223e-05,-1.6255799e-05,6.315998807921337e-05,1.830247e-05,-2.8592483e-05,-2.4213772e-05,5.8334186e-05,4.101466178894043,112.65943145751953
1779208293.5821528,1.4849762916564941,figure8,0,0.0,-0.00013168399,-0.0003093183,0.0,0.017932285,0.00036355783,0,0.017910577,0.00034145545,0.03742511,0.00509454682469368,0.018780959770083427,-0.65855872631073,-0.752277672290802,82.41909785714952,0.007092475891113281,72,-2.1707267e-05,-2.210238e-05,3.097935822923803e-05,-1.0274136e-05,-3.9156977e-05,4.0482425087678256e-05,2.477295e-05,-1.8601657e-05,-4.0170155e-05,5.018513e-06,4.101466178894043,112.65943145751953
1779208293.664671,1.5674943923950195,figure8,0,0.0,-0.0013529717,0.0007850345,0.0,0.017932285,0.00036355783,0,0.01785754,0.00040053134,0.037426643,0.0050544943660497665,0.018731189891695976,-0.658158540725708,-0.7526294589042664,82.3579513431877,0.005793571472167969,73,-7.4744225e-05,3.6973506e-05,8.338908419033816e-05,-0.00019702317,0.00018403606,0.0002696060073713784,-2.6705344e-05,-7.899723e-05,0.00015620061,0.00021974706,4.101466178894043,112.67443084716797
1779208293.746006,1.648829460144043,figure8,0,0.0,-6.031942e-05,-0.00012062995,0.0,0.017932285,0.00036355783,0,0.017902428,0.0003593173,0.037413586,0.004765952471643686,0.019340818747878075,-0.6584777235984802,-0.7523365020751953,82.40901283508911,0.004900932312011719,74,-2.985634e-05,-4.2405445e-06,3.0155981751242254e-05,2.585299e-05,-2.1540327e-05,3.3650599848110085e-05,8.147417e-06,-2.903451e-05,-1.7936361e-05,-2.847191e-05,4.101466178894043,112.65682220458984
1779208293.8480556,1.7508790493011475,figure8,0,0.0,0.00015550945,-0.00046192177,0.0,0.017932285,0.00036355783,0,0.01791289,0.000338763,0.037415635,0.004910313989967108,0.018907301127910614,-0.6584854125976562,-0.7523398995399475,82.40841094546673,0.015372753143310547,75,-1.9393861e-05,-2.4794834e-05,3.147865276360873e-05,5.237117e-05,-8.2412116e-05,9.764474767070812e-05,2.7139646e-05,-1.5948206e-05,-7.477097e-05,-6.279967e-05,4.101466178894043,112.66509246826172
1779208293.9305136,1.8333370685577393,figure8,0,0.0,-0.0005698356,-0.00029232132,0.0,0.017932285,0.00036355783,0,0.017879002,0.00034760288,0.03746949,0.0057158577255904675,0.016573304310441017,-0.658362627029419,-0.7524967789649963,82.38082825641968,0.003367900848388672,76,-5.3282827e-05,-1.5954953e-05,5.562032226499447e-05,-7.09665e-05,-2.9614335e-05,7.689767298293307e-05,2.2878758e-05,-5.069697e-05,-3.8762188e-05,6.641344e-05,4.096187591552734,112.65105438232422
1779208294.0388515,1.9416749477386475,figure8,0,0.0,7.858948e-05,-0.0006713184,0.0,0.017932285,0.00036355783,0,0.017905533,0.00032161083,0.03739788,0.00502735935151577,0.018718935549259186,-0.6584169864654541,-0.752403736114502,82.39724403036102,0.020295143127441406,77,-2.675131e-05,-4.1947e-05,4.975121720748233e-05,3.739708e-05,-0.00010603318,0.00011243476630631131,4.511756e-05,-2.0966385e-05,-0.000100153266,-5.1096948e-05,4.101466178894043,112.60154724121094
1779208294.1223314,2.0251548290252686,figure8,0,0.0,-0.00020728455,0.00011576888,0.0,0.017932285,0.00036355783,0,0.0178984,0.0003582905,0.03740483,0.004892504308372736,0.019078155979514122,-0.6583998203277588,-0.7524106502532959,82.39607997154997,0.010259389877319336,78,-3.388524e-05,-5.2673277e-06,3.429218894861188e-05,3.2921635e-06,4.34459e-05,4.35704551348878e-05,9.704847e-06,-3.289027e-05,4.349949e-05,2.4857304e-06,4.101466178894043,112.60526275634766
