wall_time_s,elapsed_s,mode,thrust_raw,thrust_percent,roll_cmd_deg,pitch_cmd_deg,yawrate_cmd_deg_s,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,mocap_age_s,mocap_frame_count,drift_x_m,drift_y_m,horizontal_drift_m,battery_v,estimate_z
1779198416.7614763,4.013686895370483,guard-only,0,0.0,0.0,0.0,0.0,0.0027706483,0.0065921177,0.037734378,0.0008074782090261579,-0.014410709962248802,0.6625193953514099,0.7489057183265686,0.013047218322753906,110,-1.4172867e-05,2.195267e-05,2.613024837598911e-05,4.122580528259277,105.22903442382812
1779198416.8442647,4.09647536277771,guard-only,0,0.0,0.0,0.0,0.0,0.0028165206,0.0066036964,0.03772889,0.0007958795758895576,-0.014188173227012157,0.6623366475105286,0.7490715980529785,0.014432191848754883,111,3.1699426e-05,3.3531338e-05,4.6143302529976536e-05,4.122580528259277,105.2112045288086
1779198416.925977,4.178187608718872,guard-only,0,0.0,0.0,0.0,0.0,0.0027814321,0.0065749167,0.037771054,-4.816005821339786e-05,-0.011734068393707275,0.6625292301177979,0.7489441633224487,0.013976812362670898,112,-3.3890828e-06,4.751608e-06,5.836407983013087e-06,4.122580528259277,105.2112045288086
1779198417.0107238,4.262934446334839,guard-only,0,0.0,0.0,0.0,0.0,0.002780253,0.0066263964,0.03778588,0.00021118318545632064,-0.012031950987875462,0.6624066829681396,0.7490478157997131,0.016120195388793945,113,-4.5681372e-06,5.6231394e-05,5.641664445109011e-05,4.122580528259277,105.23533630371094
1779198417.0922227,4.344433307647705,guard-only,0,0.0,0.0,0.0,0.0,0.0027961023,0.0066082263,0.037737947,0.0009068555082194507,-0.014311935752630234,0.6625736355781555,0.7488594651222229,0.004754304885864258,114,1.128111e-05,3.806129e-05,3.969792537605088e-05,4.122580528259277,105.20054626464844
1779198417.1944697,4.446680307388306,guard-only,0,0.0,0.0,0.0,0.0,0.0028013177,0.006651028,0.03779703,4.009553595096804e-05,-0.011735278181731701,0.6623514890670776,0.7491012811660767,0.012031078338623047,115,1.6496517e-05,8.0863014e-05,8.252855273540941e-05,4.122580528259277,105.20108032226562
1779198417.2763734,4.528584003448486,guard-only,0,0.0,0.0,0.0,0.0,0.0027786382,0.0066019427,0.037736285,0.0006771313492208719,-0.014019361697137356,0.6625396013259888,0.7488954663276672,0.011830806732177734,116,-6.1830506e-06,3.1777658e-05,3.237359490491793e-05,4.122580528259277,105.21619415283203
1779198417.361982,4.614192724227905,guard-only,0,0.0,0.0,0.0,0.0,0.0028166156,0.006658249,0.03779444,0.00033218899625353515,-0.012740841135382652,0.6624956727027893,0.7489573359489441,0.0008287429809570312,117,3.179442e-05,8.808402e-05,9.364657485141654e-05,4.122580528259277,105.24153900146484
1779198417.4672635,4.7194740772247314,guard-only,0,0.0,0.0,0.0,0.0,0.0027667815,0.006602699,0.037720375,0.000856659491546452,-0.014780399389564991,0.6624353528022766,0.7489727735519409,0.013730287551879883,118,-1.8039718e-05,3.253389e-05,3.7200612383413696e-05,4.122580528259277,105.22364044189453
1779198417.5482805,4.800491094589233,guard-only,0,0.0,0.0,0.0,0.0,0.0028046947,0.0066328477,0.037727904,0.0007718229317106307,-0.01405344344675541,0.6624726057052612,0.7489538788795471,0.003126859664916992,119,1.9873492e-05,6.2682666e-05,6.575767796541722e-05,4.122580528259277,105.13165283203125
1779198417.6311169,4.883327484130859,guard-only,0,0.0,0.0,0.0,0.0,0.0028143972,0.0066530323,0.03776762,0.00032389970147050917,-0.01261325553059578,0.662453830242157,0.7489964962005615,0.0032143592834472656,120,2.9576011e-05,8.286722e-05,8.798702518620193e-05,4.122580528259277,105.13165283203125
1779198417.733414,4.985624551773071,guard-only,0,0.0,0.0,0.0,0.0,0.002802996,0.0066484963,0.037788983,0.0003036752750631422,-0.012161860242486,0.6625538468360901,0.7489155530929565,0.01317906379699707,121,1.817476e-05,7.833121e-05,8.041206991477403e-05,4.122580528259277,105.13032531738281
1779198417.7949677,5.047178268432617,guard-only,0,0.0,0.0,0.0,0.0,0.0028259372,0.006651256,0.037758134,-0.00014064199058339,-0.011692609637975693,0.6624995470046997,0.7489710450172424,0.012354373931884766,122,4.111603e-05,8.109072e-05,9.091882660597034e-05,4.122580528259277,105.13032531738281
1779198417.8791208,5.131331443786621,guard-only,0,0.0,0.0,0.0,0.0,0.00273602,0.0065756873,0.037706714,0.0012408209731802344,-0.015664895996451378,0.6623013019561768,0.7490729093551636,0.002522706985473633,123,-4.8801303e-05,5.522277e-06,4.911275569278762e-05,4.122580528259277,105.13416290283203
1779198417.9426334,5.194844007492065,guard-only,0,0.0,0.0,0.0,0.0,0.0027953107,0.0066288384,0.037752207,-0.00016919821791816503,-0.012002894654870033,0.6622323989868164,0.7492023706436157,0.0022726058959960938,124,1.0489486e-05,5.8673322e-05,5.960359050891241e-05,4.122580528259277,105.15654754638672
1779198418.0457764,5.29798698425293,guard-only,0,0.0,0.0,0.0,0.0,0.0028031934,0.0066426937,0.03776521,-1.2237765986355953e-05,-0.012174347415566444,0.6625450253486633,0.7489232420921326,0.011973142623901367,125,1.83722e-05,7.252861e-05,7.48193580345267e-05,4.122580528259277,105.13308715820312
1779198418.149575,5.401785612106323,guard-only,250,0.3814755474174105,0.0,0.0,0.0,0.0028089704,0.0066416394,0.037774283,-0.00010729673522291705,-0.011488585732877254,0.6624019145965576,0.7490606307983398,0.02000713348388672,126,2.4149194e-05,7.147435e-05,7.54437977144595e-05,4.122580528259277,105.15206909179688
1779198418.2337701,5.485980749130249,guard-only,250,0.3814755474174105,0.0,0.0,0.0,0.002725887,0.006577974,0.03773031,0.0009662570664659142,-0.015320920385420322,0.6622318029403687,0.7491418123245239,0.0188751220703125,127,-5.8934093e-05,7.80914e-06,5.9449220463296896e-05,4.122580528259277,105.14981842041016
1779198418.315009,5.5672197341918945,guard-only,250,0.3814755474174105,0.0,0.0,0.0,0.0027885223,0.0066515105,0.037801065,4.305550464778207e-05,-0.011947611346840858,0.6624657511711121,0.7489969730377197,0.007906675338745117,128,3.701076e-06,8.134544e-05,8.142959013021684e-05,4.122580528259277,105.14981842041016
