wall_time_s,elapsed_s,mode,thrust_raw,thrust_percent,roll_cmd_deg,pitch_cmd_deg,yawrate_cmd_deg_s,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,yaw_deg,mocap_age_s,mocap_frame_count,drift_x_m,drift_y_m,horizontal_drift_m,velocity_x_m_s,velocity_y_m_s,horizontal_speed_m_s,body_error_x_m,body_error_y_m,body_velocity_x_m_s,body_velocity_y_m_s,battery_v,estimate_z
1779206431.8559575,0.0008754730224609375,hold-xy,0,0.0,-5.1226823e-05,-2.2846209e-05,0.0,0.014872402,-0.0021463633,0.037210744,-0.008712089620530605,-0.0004738385323435068,0.6548551917076111,0.7557039856910706,81.81689603905455,0.0006101131439208984,220,-8.992851e-06,-2.5536865e-06,9.348405020583823e-06,0.0,0.0,0.0,3.8077014e-06,-8.537804e-06,0.0,0.0,4.0170087814331055,107.81317901611328
1779206431.8783505,0.023268461227416992,hold-xy,0,0.0,-0.001287217,-0.0012645879,0.0,0.014850592,-0.0021627732,0.03719421,-0.008602539077401161,-0.0008448706357739866,0.6549080610275269,0.7556591033935547,81.82502964057683,0.002381563186645508,221,-3.0802563e-05,-1.896359e-05,3.617202937507714e-05,-0.00031728542,-0.00023872958,0.0003970665491687109,2.3150908e-05,-2.7793003e-05,-0.0002814206,0.00028011476,4.0170087814331055,107.81317901611328
1779206431.8993618,0.04427981376647949,hold-xy,0,0.0,0.0026140318,0.003952726,0.0,0.014890157,-0.002122295,0.03721118,-0.008590012788772583,-0.000734129745978862,0.6547510027885437,0.7557954788208008,81.8011828648181,0.011484384536743164,222,8.761883e-06,2.1514483e-05,2.3230229272794387e-05,0.00077460875,0.00085261394,0.0011519415152160164,-2.2544105e-05,5.6041813e-06,0.0009543653,-0.00064510165,4.0170087814331055,107.8328628540039
1779206431.9196954,0.06461334228515625,hold-xy,0,0.0,0.000926022,0.0012014777,0.0,0.014865195,-0.0021543931,0.037223227,-0.008688421919941902,-0.0008939213585108519,0.6549956798553467,0.7555821537971497,81.8383239836676,0.0013926029205322266,224,-1.6199425e-05,-1.058355e-05,1.9350268049706945e-05,0.00029610234,0.00028033633,0.0004077561198569158,1.2776134e-05,-1.4532833e-05,0.00031953363,-0.00025330475,4.0170087814331055,107.8328628540039
1779206431.9606159,0.10553383827209473,hold-xy,0,0.0,0.00047447145,0.0012612545,0.0,0.014862858,-0.0021413565,0.03722262,-0.008726372383534908,-0.0004312746459618211,0.6547331809997559,0.7558095455169678,81.79838457723464,0.0012536048889160156,226,-1.8537045e-05,2.4531037e-06,1.869865593651221e-05,0.00019019187,0.00029148738,0.0003480486239653611,2.1642222e-07,-1.8697403e-05,0.00031563826,-0.00014666397,4.0170087814331055,107.8328628540039
1779206431.9812732,0.1261911392211914,hold-xy,0,0.0,-2.7656875e-05,-0.0036208865,0.0,0.014848126,-0.0022088932,0.03720517,-0.008626488968729973,-0.0011293053394183517,0.6550499796867371,0.7555354833602905,81.84664956472066,0.0016803741455078125,227,-3.3268705e-05,-6.5083615e-05,7.309366339731164e-05,-8.532255e-05,-0.0007974657,0.0008020171013050892,6.914402e-05,-2.3702069e-05,-0.0008015056,-2.8638882e-05,4.0170087814331055,107.8328628540039
1779206432.021723,0.1666409969329834,hold-xy,0,0.0,0.00095693325,1.5571204e-05,0.0,0.014880599,-0.0021503419,0.03720046,-0.008669202215969563,-0.0005571278161369264,0.6547988653182983,0.7557532787322998,81.8083818019934,0.00946807861328125,229,-7.953495e-07,-6.5322965e-06,6.580537885179364e-06,0.00023854013,-2.043543e-05,0.00023941387361099323,6.5789727e-06,1.4351411e-07,1.3761261e-05,-0.00023901805,4.0170087814331055,107.82437896728516
1779206432.0420327,0.18695068359375,hold-xy,0,0.0,0.00025098474,0.00073681906,0.0,0.01487582,-0.002138149,0.037205845,-0.008685247041285038,-0.0005122264265082777,0.6547488570213318,0.7557964324951172,81.80078612507486,0.009364128112792969,231,-5.574897e-06,5.6605786e-06,7.944911955563429e-06,9.673758e-05,0.00016488243,0.00019116583020381786,-4.8076513e-06,-6.3251964e-06,0.00017699329,-7.2233976e-05,4.0170087814331055,107.82437896728516
1779206432.0623577,0.2072756290435791,hold-xy,0,0.0,-0.0005777481,-2.643053e-05,0.0,0.014863271,-0.0021449327,0.03723635,-0.00870454777032137,-0.0001870533887995407,0.6548333764076233,0.7557231187820435,81.81352832941992,0.009277820587158203,232,-1.8123537e-05,-1.123175e-06,1.8158306890432474e-05,-0.000116720796,1.5711608e-05,0.00011777350674784803,3.692435e-06,-1.777892e-05,-1.06898e-06,0.00011776865,4.0170087814331055,107.82437896728516
1779206432.0833967,0.22831463813781738,hold-xy,0,0.0,-0.00046895648,0.00035068177,0.0,0.014863601,-0.0021391641,0.037203208,-0.009015442803502083,-0.00019949056149926037,0.654632031917572,0.755893886089325,81.78296627189538,0.010090351104736328,233,-1.779385e-05,4.645437e-06,1.8390245614589436e-05,-7.6814606e-05,9.655843e-05,0.00012338563145443092,-2.0545924e-06,-1.8275114e-05,8.458855e-05,8.982645e-05,4.0170087814331055,107.82437896728516
