wall_time_s,elapsed_s,phase_index,phase_name,phase_elapsed_s,roll_norm,pitch_norm,yaw_norm,thrust_norm,roll_deg,pitch_deg,yawrate_deg_s,thrust_raw,thrust_axis_seen,button_5,button_9,event_count,last_event_age_s,mocap_x,mocap_y,mocap_z,height_above_floor,mocap_qx,mocap_qy,mocap_qz,mocap_qw,mocap_age_s,mocap_frame_count,mocap_vx_m_s,mocap_vy_m_s,mocap_vz_m_s,horizontal_distance_from_start_m
1778865581.509253,8.024165868759155,-1,preflight_wait,0.0007138252258300781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,8.02432918548584,,,,,,,,,,0,,,,
1778865581.5293214,8.044234275817871,-1,preflight_wait,0.0207822322845459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,8.044397592544556,,,,,,,,,,0,,,,
1778865581.5493274,8.064240217208862,-1,preflight_wait,0.04078245162963867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,8.06440019607544,,,,,,,,,,0,,,,
1778865581.5693247,8.084237575531006,-1,preflight_wait,0.06078624725341797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,8.084400415420532,,,,,,,,,,0,,,,
1778865581.5893235,8.104236364364624,-1,preflight_wait,0.08078360557556152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,8.104398012161255,,,,,,,,,,0,,,,
1778865581.609362,8.124274730682373,-1,preflight_wait,0.10081863403320312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,8.124435663223267,,,,,,,,,,0,,,,
1778865581.629327,8.144239902496338,-1,preflight_wait,0.1207878589630127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,8.14440131187439,,,,,,,,,,0,,,,
1778865581.6493287,8.164241552352905,-1,preflight_wait,0.1407926082611084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,8.164405107498169,,,,,,,,,,0,,,,
1778865581.669318,8.18423080444336,-1,preflight_wait,0.16077184677124023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,8.1843900680542,,,,,,,,,,0,,,,
1778865581.6893287,8.204241514205933,-1,preflight_wait,0.18078970909118652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,8.20440411567688,,,,,,,,,,0,,,,
1778865581.709377,8.224289894104004,-1,preflight_wait,0.2008957862854004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,8.224472761154175,,,,,,,,,,0,,,,
1778865581.7293284,8.24424123764038,-1,preflight_wait,0.2207944393157959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,8.244405031204224,,,,,,,,,,0,,,,
