wall_time_s,elapsed_s,phase_index,phase_name,phase_elapsed_s,roll_norm,pitch_norm,yaw_norm,thrust_norm,roll_deg,pitch_deg,yawrate_deg_s,thrust_raw,thrust_axis_seen,button_5,button_9,event_count,last_event_age_s,mocap_x,mocap_y,mocap_z,height_above_floor,mocap_qx,mocap_qy,mocap_qz,mocap_qw,mocap_age_s,mocap_frame_count,mocap_vx_m_s,mocap_vy_m_s,mocap_vz_m_s,horizontal_distance_from_start_m
1779124543.2041688,0.2811849117279053,-1,preflight_wait,0.0014178752899169922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.28075718879699707,0.0004694108,0.00047626405,0.036771245,-0.00022875518,0.002682724501937628,-0.01992863602936268,0.6388626098632812,0.7690580487251282,0.014809608459472656,3,,,,0.0
1779124543.2242434,0.30125951766967773,-1,preflight_wait,0.02148723602294922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.3008384704589844,0.0005510454,0.0004537811,0.03678508,-0.00021491945,0.0022376745473593473,-0.018571119755506516,0.639044463634491,0.7689423561096191,0.00449681282043457,4,0.0026856828,-0.0007396623,0.0004551792,8.4674044e-05
1779124543.244238,0.32125401496887207,-1,preflight_wait,0.0414581298828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.32082438468933105,0.0005510454,0.0004537811,0.03678508,-0.00021491945,0.0022376745473593473,-0.018571119755506516,0.639044463634491,0.7689423561096191,0.02448129653930664,4,0.0026856828,-0.0007396623,0.0004551792,8.4674044e-05
1779124543.2642384,0.34125447273254395,-1,preflight_wait,0.06146526336669922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.3408243656158447,0.00050530117,0.0004918502,0.036813065,-0.00018693507,0.0024578608572483063,-0.018375420942902565,0.639116644859314,0.7688863277435303,0.013243913650512695,5,-0.0014644413,0.0012187316,0.00089588296,3.9128598e-05
1779124543.2842464,0.36126255989074707,-1,preflight_wait,0.08148026466369629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.3608367443084717,0.0005385028,0.0004647614,0.03680783,-0.0001921691,0.0020850927103310823,-0.01783568784594536,0.6390867829322815,0.7689249515533447,0.0028705596923828125,6,0.0010926295,-0.0008914623,-0.00017224622,7.004298e-05
1779124543.3042455,0.38126158714294434,-1,preflight_wait,0.10146903991699219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.38083338737487793,0.0005385028,0.0004647614,0.03680783,-0.0001921691,0.0020850927103310823,-0.01783568784594536,0.6390867829322815,0.7689249515533447,0.02286696434020996,6,0.0010926295,-0.0008914623,-0.00017224622,7.004298e-05
1779124543.3242486,0.40126466751098633,-1,preflight_wait,0.12148499488830566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.40083956718444824,0.00048082508,0.0004809472,0.036803402,-0.00019659847,0.0027016201056540012,-0.019700245931744576,0.639040470123291,0.7689160704612732,0.012482404708862305,7,-0.0018978424,0.00053258165,-0.00014574507,1.2337664e-05
1779124543.3442483,0.4212644100189209,-1,preflight_wait,0.14148736000061035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.4208388328552246,0.00047057588,0.00046720542,0.03676541,-0.00023458898,0.0026765037328004837,-0.019936975091695786,0.6389146447181702,0.7690145969390869,0.0021059513092041016,8,-0.00033741439,-0.0004523936,-0.0012506868,9.133242e-06
1779124543.364245,0.44126105308532715,-1,preflight_wait,0.1614668369293213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.44083428382873535,0.00047057588,0.00046720542,0.03676541,-0.00023458898,0.0026765037328004837,-0.019936975091695786,0.6389146447181702,0.7690145969390869,0.02210068702697754,8,-0.00033741439,-0.0004523936,-0.0012506868,9.133242e-06
1779124543.3842428,0.4612588882446289,-1,preflight_wait,0.1814718246459961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.4608290195465088,0.0005430691,0.00046835165,0.036808744,-0.0001912564,0.0022362915333360434,-0.01817634142935276,0.6390804052352905,0.7689219117164612,0.011716365814208984,9,0.0023862892,3.7730773e-05,0.0014263964,7.4082054e-05
1779124543.404254,0.48127007484436035,-1,preflight_wait,0.20148944854736328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.48084425926208496,0.00053223595,0.00045404746,0.036779314,-0.0002206862,0.002240939764305949,-0.018005017191171646,0.6390567421913147,0.7689455151557922,0.0013651847839355469,10,-0.00035673348,-0.00047103417,-0.0009691178,6.663766e-05
1779124543.4242425,0.5012586116790771,-1,preflight_wait,0.22147607803344727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.5008304119110107,0.00053223595,0.00045404746,0.036779314,-0.0002206862,0.002240939764305949,-0.018005017191171646,0.6390567421913147,0.7689455151557922,0.021362781524658203,10,-0.00035673348,-0.00047103417,-0.0009691178,6.663766e-05
1779124543.4442394,0.5212554931640625,-1,preflight_wait,0.24146819114685059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.5208265781402588,0.00046865828,0.00047677336,0.036759082,-0.00024091825,0.0028518028557300568,-0.020589102059602737,0.6388904452323914,0.7690168619155884,0.010950088500976562,11,-0.002091647,0.0007476613,-0.00066561595,9.086655e-07
1779124543.464238,0.5412540435791016,-1,preflight_wait,0.2614624500274658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.540823221206665,0.000548447,0.00045472826,0.03679591,-0.00020409003,0.0020521043334156275,-0.01798153482377529,0.6390255093574524,0.7689725756645203,0.0005779266357421875,12,0.002627408,-0.00072593556,0.001212737,8.191773e-05
