wall_time_s,elapsed_s,phase_index,phase_name,phase_elapsed_s,roll_norm,pitch_norm,yaw_norm,thrust_norm,roll_deg,pitch_deg,yawrate_deg_s,thrust_raw,thrust_axis_seen,button_5,button_9,event_count,last_event_age_s,mocap_x,mocap_y,mocap_z,height_above_floor,mocap_qx,mocap_qy,mocap_qz,mocap_qw,mocap_age_s,mocap_frame_count,mocap_vx_m_s,mocap_vy_m_s,mocap_vz_m_s,horizontal_distance_from_start_m
1779126153.8104737,0.40395617485046387,-1,preflight_wait,0.0006196498870849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.3603363037109375,0.009313203,-0.003224453,0.037038293,3.829226e-05,0.0036603272892534733,0.010983261279761791,-0.6311295628547668,-0.7755910158157349,0.040396690368652344,2,,,,0.0
1779126153.830571,0.424053430557251,-1,preflight_wait,0.020714521408081055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.3804359436035156,0.009305419,-0.00321959,0.037024543,2.4542212e-05,0.00365847279317677,0.010794566944241524,-0.6311314105987549,-0.7755922079086304,0.009697198867797852,3,-0.0001532287,9.572668e-05,-0.00027067104,9.178146e-06
1779126153.8505514,0.4440338611602783,-1,preflight_wait,0.04068875312805176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.40041518211364746,0.009305419,-0.00321959,0.037024543,2.4542212e-05,0.00365847279317677,0.010794566944241524,-0.6311314105987549,-0.7755922079086304,0.0296781063079834,3,-0.0001532287,9.572668e-05,-0.00027067104,9.178146e-06
1779126153.870567,0.4640495777130127,-1,preflight_wait,0.0606992244720459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.4204280376434326,0.009305419,-0.00321959,0.037024543,2.4542212e-05,0.00365847279317677,0.010794566944241524,-0.6311314105987549,-0.7755922079086304,0.04969024658203125,3,-0.0001532287,9.572668e-05,-0.00027067104,9.178146e-06
1779126153.8905513,0.48403382301330566,-1,preflight_wait,0.08068490028381348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.440413236618042,0.009305419,-0.00321959,0.037024543,2.4542212e-05,0.00365847279317677,0.010794566944241524,-0.6311314105987549,-0.7755922079086304,0.06967473030090332,3,-0.0001532287,9.572668e-05,-0.00027067104,9.178146e-06
1779126153.910773,0.5042555332183838,-1,preflight_wait,0.10090208053588867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.4606342315673828,0.009305419,-0.00321959,0.037024543,2.4542212e-05,0.00365847279317677,0.010794566944241524,-0.6311314105987549,-0.7755922079086304,0.08989572525024414,3,-0.0001532287,9.572668e-05,-0.00027067104,9.178146e-06
1779126153.930551,0.5240335464477539,-1,preflight_wait,0.12069988250732422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.48041367530822754,0.009309219,-0.003227543,0.03705406,5.4057688e-05,0.004051568452268839,0.009205443784594536,-0.6312223076820374,-0.7755367755889893,0.018604516983032227,4,4.1722844e-05,-8.732652e-05,0.00032408832,5.0420954e-06
1779126153.9505453,0.5440278053283691,-1,preflight_wait,0.14067721366882324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.5004065036773682,0.009309219,-0.003227543,0.03705406,5.4057688e-05,0.004051568452268839,0.009205443784594536,-0.6312223076820374,-0.7755367755889893,0.03859686851501465,4,4.1722844e-05,-8.732652e-05,0.00032408832,5.0420954e-06
1779126153.9705598,0.564042329788208,-1,preflight_wait,0.1607048511505127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.5204269886016846,0.009309219,-0.003227543,0.03705406,5.4057688e-05,0.004051568452268839,0.009205443784594536,-0.6312223076820374,-0.7755367755889893,0.058619022369384766,4,4.1722844e-05,-8.732652e-05,0.00032408832,5.0420954e-06
1779126153.990765,0.5842475891113281,-1,preflight_wait,0.1808927059173584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.540626049041748,0.009309219,-0.003227543,0.03705406,5.4057688e-05,0.004051568452268839,0.009205443784594536,-0.6312223076820374,-0.7755367755889893,0.07881402969360352,4,4.1722844e-05,-8.732652e-05,0.00032408832,5.0420954e-06
