wall_time_s,elapsed_s,mode,thrust_raw,thrust_percent,roll_cmd_deg,pitch_cmd_deg,yawrate_cmd_deg_s,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,mocap_age_s,mocap_frame_count,drift_x_m,drift_y_m,horizontal_drift_m,velocity_x_m_s,velocity_y_m_s,horizontal_speed_m_s,battery_v,estimate_z
1779199369.409075,0.00041294097900390625,hold-xy,0,0.0,0.0,0.0,0.0,0.0009871023,0.004560316,0.03756252,0.005839534103870392,-0.004176359158009291,-0.6141217350959778,-0.7891786694526672,0.003290414810180664,56,0.0,0.0,0.0,0.0,0.0,0.0,4.027565956115723,103.79167938232422
1779199369.4919598,0.0832977294921875,hold-xy,0,0.0,-5.262985e-05,-2.3900571e-05,0.0,0.0009896215,0.0045658634,0.037565686,0.005873269401490688,-0.003801441751420498,-0.6140913367271423,-0.789203941822052,0.004167079925537109,57,2.5192276e-06,5.547423e-06,6.0926519219715575e-06,9.215774e-06,2.0293439e-05,2.2287981914570915e-05,4.027565956115723,103.7711410522461
1779199369.5980277,0.18936562538146973,hold-xy,0,0.0,-2.0028629e-05,1.34130305e-05,0.0,0.000985831,0.004563181,0.037572023,0.005863836966454983,-0.004185072612017393,-0.6140807271003723,-0.7892103791236877,0.015496969223022461,58,-1.2712553e-06,2.865214e-06,3.134571829578397e-06,-5.5520063e-06,5.7118486e-06,7.965550095189624e-06,4.027565956115723,103.76974487304688
1779199369.680257,0.2715950012207031,hold-xy,0,0.0,4.2823824e-05,8.542053e-05,0.0,0.0009773597,0.004556327,0.03757726,0.0058802892453968525,-0.004125043749809265,-0.6141102910041809,-0.7891875505447388,0.0038802623748779297,59,-9.742565e-06,-3.9888546e-06,1.0527513514080282e-05,-3.0966843e-05,-1.791227e-05,3.5774220126655754e-05,4.027565956115723,103.76853942871094
1779199369.7823603,0.37369823455810547,hold-xy,0,0.0,2.7623952e-05,5.815604e-05,0.0,0.000978942,0.0045571746,0.03754175,0.005846635438501835,-0.0036402707919478416,-0.6140619516372681,-0.7892277836799622,0.0042650699615478516,60,-8.160248e-06,-3.141351e-06,8.744011435019658e-06,-1.7010032e-05,-1.0039032e-05,1.9751540453625508e-05,4.027565956115723,103.74490356445312
1779199369.869116,0.46045398712158203,hold-xy,0,0.0,7.0834445e-05,0.00029462113,0.0,0.00095298793,0.0045521003,0.037557263,0.005712463986128569,-0.0035848987754434347,-0.6141361594200134,-0.7891712784767151,0.007777214050292969,61,-3.4114346e-05,-8.215662e-06,3.5089681389735816e-05,-0.000105442494,-2.5314532e-05,0.00010843866897415211,4.027565956115723,103.7629165649414
1779199369.9518206,0.5431585311889648,hold-xy,0,0.0,-3.1370757e-05,0.0001997356,0.0,0.0009581577,0.0045619975,0.037580784,0.005877364426851273,-0.0039034562651067972,-0.6140710711479187,-0.7892191410064697,0.003537416458129883,62,-2.8944574e-05,1.6815029e-06,2.899337604872051e-05,-5.5971534e-05,1.6429829e-05,5.833311116391352e-05,4.027565956115723,103.79244995117188
1779199370.054214,0.6455519199371338,hold-xy,0,0.0,-3.608756e-05,6.213316e-05,0.0,0.00097072776,0.0045633516,0.037534356,0.005838220939040184,-0.004039438907057047,-0.6141316294670105,-0.7891716957092285,0.014894723892211914,63,-1.6374514e-05,3.035646e-06,1.6653523517069147e-05,2.243265e-06,1.5963318e-05,1.6120165781819213e-05,4.027565956115723,103.82118225097656
1779199370.135347,0.7266848087310791,hold-xy,0,0.0,-8.858401e-05,0.00012808258,0.0,0.00096391514,0.0045696124,0.037551742,0.005996622610837221,-0.004286289680749178,-0.6141155362129211,-0.7891817092895508,0.014687061309814453,64,-2.3187138e-05,9.296462e-06,2.4981344547368728e-05,-2.355602e-05,3.4265446e-05,4.158132919500063e-05,4.027565956115723,103.82118225097656
1779199370.1995277,0.7908656597137451,hold-xy,0,0.0,-7.705258e-05,0.00022426383,0.0,0.0009533642,0.0045699966,0.03756273,0.006159741431474686,-0.004919329192489386,-0.6140964031219482,-0.7891916036605835,0.00534510612487793,65,-3.373809e-05,9.6806325e-06,3.509947880203672e-05,-5.9540973e-05,2.5553367e-05,6.47927643354307e-05,4.027565956115723,103.843017578125
