wall_time_s,elapsed_s,mode,thrust_raw,thrust_percent,roll_cmd_deg,pitch_cmd_deg,yawrate_cmd_deg_s,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,yaw_deg,mocap_age_s,mocap_frame_count,drift_x_m,drift_y_m,horizontal_drift_m,velocity_x_m_s,velocity_y_m_s,horizontal_speed_m_s,body_error_x_m,body_error_y_m,body_velocity_x_m_s,body_velocity_y_m_s,battery_v,estimate_z
1779207090.899473,0.0006318092346191406,hold-xy,0,0.0,0.0,-0.0,0.0,0.009040831,-0.0011398448,0.037803076,-0.003462396562099457,0.016832930967211723,-0.6552016139030457,-0.7552585601806641,81.89901391441539,0.005452871322631836,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.085630416870117,109.81671905517578
1779207090.9216027,0.02276158332824707,hold-xy,0,0.0,0.0072052996,-0.0007729942,0.0,0.009098991,-0.0011546127,0.037853654,-0.0035919793881475925,0.016066500917077065,-0.6550673246383667,-0.7553911209106445,81.87595554343996,0.01712656021118164,200,5.8160163e-05,-1.4767982e-05,6.0005816068228e-05,0.0016686982,-0.0004237145,0.0017216525697552002,6.4007754e-06,5.9663456e-05,-0.00018364738,-0.0017118297,4.085630416870117,109.81671905517578
1779207090.9686463,0.06980514526367188,hold-xy,0,0.0,0.003682286,0.0012349095,0.0,0.009072214,-0.0011105342,0.037840296,-0.0032654190436005592,0.015917422249913216,-0.655164361000061,-0.7553116083145142,81.89027962110238,0.03330349922180176,201,3.1383708e-05,2.9310584e-05,4.294237383143314e-05,0.00090784195,0.00013180988,0.0009173608031922679,-3.3444743e-05,2.6935042e-05,0.00025856026,-0.0008801689,4.085630416870117,109.81671905517578
1779207090.9890883,0.09024715423583984,hold-xy,0,0.0,0.0021195642,0.0016688108,0.0,0.00905885,-0.0010832902,0.037822887,-0.0031805040780454874,0.016184277832508087,-0.6551220417022705,-0.7553431391716003,81.88478393715303,0.003019571304321289,203,1.801923e-05,5.6554563e-05,5.9355801200565944e-05,0.00055645005,0.00025339148,0.0006114277348696743,-5.8531907e-05,9.85531e-06,0.00032940487,-0.0005151081,4.085630416870117,109.8119888305664
1779207091.0317993,0.13295817375183105,hold-xy,0,0.0,0.0030645411,1.811405e-05,0.0,0.0090974495,-0.0011245022,0.03783136,-0.0030057295225560665,0.01514201145619154,-0.6552011370658875,-0.7552967071533203,81.893411198901,0.005053043365478516,204,5.6618825e-05,1.5342608e-05,5.8660778812792615e-05,0.00067419,-0.00012656728,0.0006859675013770674,-2.3173405e-05,5.388952e-05,-3.0231597e-05,-0.000685301,4.085630416870117,109.8119888305664
1779207091.0724323,0.17359113693237305,hold-xy,0,0.0,0.0013608988,0.0009458234,0.0,0.009081032,-0.0011023693,0.03785848,-0.003405658295378089,0.015890633687376976,-0.6551476120948792,-0.7553260326385498,81.88760581200111,0.01529240608215332,205,4.020147e-05,3.747549e-05,5.495971670616005e-05,0.0003098855,0.00012986548,0.0003359971294229666,-4.2773525e-05,3.451081e-05,0.00017229555,-0.0002884585,4.085630416870117,109.8100357055664
1779207091.092958,0.19411683082580566,hold-xy,0,0.0,0.00088834873,-0.0012108966,0.0,0.009074887,-0.0011317218,0.037842534,-0.003054772038012743,0.015490815974771976,-0.655124843120575,-0.7553556561470032,81.88294185654868,0.01553487777709961,206,3.4056604e-05,8.1229955e-06,3.501192955431159e-05,0.0001260339,-0.0003432337,0.00036564178697472697,-1.28502725e-05,3.2568478e-05,-0.00032199957,-0.00017323447,4.085630416870117,109.8100357055664
1779207091.1370873,0.23824620246887207,hold-xy,0,0.0,-0.000901676,-0.001671805,0.0,0.009016605,-0.0011530202,0.037807874,-0.002948810812085867,0.015929941087961197,-0.6552656888961792,-0.7552247047424316,81.90579210046918,0.007300376892089844,207,-2.4225563e-05,-1.31754205e-05,2.7576612848567824e-05,-0.000245683,-0.0003622852,0.00043773362188902394,1.6455153e-05,-2.2129112e-05,-0.00039326854,0.00019222533,4.085630416870117,109.8100357055664
1779207091.1582942,0.25945305824279785,hold-xy,0,0.0,0.0007043079,0.0010510591,0.0,0.009044344,-0.0011194134,0.037819512,-0.003146345494315028,0.015833398327231407,-0.6550368666648865,-0.7554245591163635,81.87069319167571,0.006502628326416016,208,3.5129488e-06,2.0431355e-05,2.073116118520022e-05,0.00020619518,0.00020457871,0.00029046326192436645,-2.0722806e-05,5.8849946e-07,0.00023168056,-0.00017519423,4.085630416870117,109.8161392211914
1779207091.2039382,0.3050971031188965,hold-xy,0,0.0,0.0006041472,0.00060768233,0.0,0.009046856,-0.0011246782,0.03784865,-0.0033310505095869303,0.016169473528862,-0.6550821661949158,-0.7553772330284119,81.87863560552528,0.009337902069091797,209,6.025657e-06,1.5166588e-05,1.6319741262969992e-05,0.00016194546,0.00010631008,0.0001937218719911072,-1.586573e-05,3.8226362e-06,0.00012812199,-0.00014530285,4.085630416870117,109.8161392211914
