wall_time_s,elapsed_s,mode,thrust_raw,thrust_percent,roll_cmd_deg,pitch_cmd_deg,yawrate_cmd_deg_s,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,yaw_deg,mocap_age_s,mocap_frame_count,drift_x_m,drift_y_m,horizontal_drift_m,velocity_x_m_s,velocity_y_m_s,horizontal_speed_m_s,body_error_x_m,body_error_y_m,body_velocity_x_m_s,body_velocity_y_m_s,battery_v,estimate_z
1779205728.9299326,0.0011899471282958984,hold-xy,0,0.0,0.0,-0.0,0.0,-0.2474137,-0.68583715,0.03447296,-0.03841331601142883,-0.022171154618263245,0.9643580913543701,-0.26085707545280457,-149.78372425360055,0.031651973724365234,174,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,4.1331377029418945,106.15400695800781
1779205728.9946249,0.06588220596313477,hold-xy,0,0.0,3.4977726e-05,0.00059961015,0.0,-0.24746083,-0.685861,0.034492116,-0.04084143787622452,-0.021795565262436867,0.9643808007240295,-0.26043546199798584,-149.82896928677133,0.0021729469299316406,175,-4.7132373e-05,-2.3841858e-05,5.2819454367290615e-05,-0.00015014887,-7.595264e-05,0.00016826611859290148,-5.2729814e-05,3.0759456e-06,0.00016798056,-9.798998e-06,4.1331377029418945,106.16909790039062
1779205729.0781634,0.14942073822021484,hold-xy,0,0.0,-0.00024250276,0.0004593893,0.0,-0.24744678,-0.6858787,0.03452258,-0.040308237075805664,-0.021667608991265297,0.9643709659576416,-0.26056554913520813,-149.8136589489862,0.0017795562744140625,176,-3.3080578e-05,-4.1544437e-05,5.310616640746079e-05,-5.4878525e-05,-0.00011644163,0.00012872570068252068,-4.9483795e-05,-1.9277417e-05,0.00010598517,7.305784e-05,4.1331377029418945,106.16909790039062
1779205729.2023377,0.27359509468078613,hold-xy,0,0.0,-0.00043305452,-7.869002e-05,0.0,-0.2473953,-0.6858752,0.034496635,-0.04018401354551315,-0.02181544341146946,0.9643217325210571,-0.26075464487075806,-149.7920028345375,0.011909246444702148,177,1.8388033e-05,-3.8027763e-05,4.224015318498374e-05,9.69757e-05,-7.225836e-05,0.00012093617181744206,-3.2422886e-06,-4.2115535e-05,-4.7450732e-05,0.00011123841,4.1331377029418945,106.11864471435547
1779205729.2866402,0.3578975200653076,hold-xy,0,0.0,-9.2064445e-05,-0.00024017369,0.0,-0.24739312,-0.68584734,0.034443717,-0.039219316095113754,-0.02217995561659336,0.9643411040306091,-0.2607990503311157,-149.78966330950234,0.009861469268798828,178,2.0578504e-05,-1.0192394e-05,2.296431386859257e-05,7.5493175e-05,4.6125475e-05,8.846908626593164e-05,1.2655048e-05,-1.9162711e-05,-8.8449226e-05,-1.8745559e-06,4.1331377029418945,106.11864471435547
1779205729.369379,0.44063639640808105,hold-xy,0,0.0,0.00011650794,-0.00016436739,0.0,-0.24740335,-0.68583345,0.03445106,-0.03930742293596268,-0.022159337997436523,0.9643566012382507,-0.2607300877571106,-149.7976634574677,0.009543180465698242,179,1.0341406e-05,3.695488e-06,1.0981862625209874e-05,1.5869133e-05,8.245045e-05,8.396372095379723e-05,1.0796639e-05,-2.008457e-06,-5.5192097e-05,-6.327511e-05,4.1331377029418945,106.15882873535156
1779205729.4739497,0.5452070236206055,hold-xy,0,0.0,-0.00013640306,0.0004526419,0.0,-0.24743772,-0.685875,0.034520023,-0.04080306738615036,-0.021816983819007874,0.964331328868866,-0.26062268018722534,-149.8068322950843,0.022378921508789062,180,-2.4020672e-05,-3.784895e-05,4.4827844572259354e-05,-0.000101265694,-7.8147204e-05,0.00012791296336229385,-3.9796774e-05,-2.0633763e-05,0.000126829,1.6617123e-05,4.1331377029418945,106.18254852294922
1779205729.5548608,0.6261181831359863,hold-xy,0,0.0,-0.00011784645,-0.0004163939,0.0,-0.24737822,-0.6858395,0.034462593,-0.038173750042915344,-0.02242986485362053,0.9643000364303589,-0.26108455657958984,-149.75806897796886,0.010188102722167969,181,3.5479665e-05,-2.3245811e-06,3.555573500867126e-05,0.00012084034,5.976618e-05,0.0001348123988642622,2.9480329e-05,-1.9877636e-05,-0.00013449612,9.229134e-06,4.1331377029418945,106.1505126953125
1779205729.6563547,0.7276120185852051,hold-xy,0,0.0,-5.901454e-05,0.00026045647,0.0,-0.24742566,-0.6858617,0.034517884,-0.040808968245983124,-0.02171294018626213,0.9643626809120178,-0.2605145573616028,-149.81921671244746,0.018294811248779297,182,-1.1965632e-05,-2.4557114e-05,2.7317177569277116e-05,-6.782667e-05,-2.958423e-05,7.399786720160724e-05,-2.2689212e-05,-1.5212754e-05,7.350521e-05,-8.524616e-06,4.1331377029418945,106.14822387695312
1779205729.8641737,0.9354310035705566,hold-xy,0,0.0,-0.00020344518,-0.00022693948,0.0,-0.24736837,-0.6858487,0.03446316,-0.039727356284856796,-0.022126570343971252,0.9642243981361389,-0.2611579895019531,-149.74602572670318,0.020070791244506836,183,4.5329332e-05,-1.1563301e-05,4.678096090788231e-05,3.594318e-05,-1.7898819e-06,3.598771724335883e-05,3.332952e-05,-3.282684e-05,-3.0145937e-05,1.9655494e-05,4.1331377029418945,106.14071655273438
1779205729.9062612,0.9775185585021973,hold-xy,0,0.0,5.405103e-05,0.0009996956,0.0,-0.24742998,-0.6858696,0.034509923,-0.039523039013147354,-0.021834660321474075,0.9644042253494263,-0.26054877042770386,-149.8175018124925,0.019181489944458008,184,-1.628697e-05,-3.2424927e-05,3.628555140105478e-05,-0.00040495247,-0.00014687753,0.00043076619461219855,-3.0380743e-05,-1.9840656e-05,0.00042389598,-7.6627155e-05,4.1331377029418945,106.16900634765625
1779205729.9900045,1.0612618923187256,hold-xy,0,0.0,-6.510287e-05,0.0004155194,0.0,-0.2474017,-0.6858606,0.03445384,-0.03881901875138283,-0.022113779559731483,0.9643805623054504,-0.2607186436653137,-149.79944523307606,0.008955001831054688,185,1.1995435e-05,-2.3424625e-05,2.6317361761460854e-05,-0.00019317475,-7.408068e-05,0.00020689232410905277,-1.4159568e-06,-2.6279242e-05,0.0002042198,-3.3146673e-05,4.1331377029418945,106.1676254272461
