wall_time_s,elapsed_s,mode,thrust_raw,thrust_percent,roll_cmd_deg,pitch_cmd_deg,yawrate_cmd_deg_s,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,mocap_age_s,mocap_frame_count,drift_x_m,drift_y_m,horizontal_drift_m,velocity_x_m_s,velocity_y_m_s,horizontal_speed_m_s,battery_v,estimate_z
1779198890.4461343,0.000560760498046875,guard-only,0,0.0,0.0,0.0,0.0,0.012043191,0.00067573506,0.037583586,-0.005482591222971678,-0.0009688676218502223,0.6079512238502502,0.7939549684524536,0.01631617546081543,65,0.0,0.0,0.0,0.0,0.0,0.0,4.11202335357666,103.56920623779297
1779198890.5291789,0.08360528945922852,guard-only,0,0.0,0.0,0.0,0.0,0.012053298,0.0006663231,0.037539624,-0.005471282172948122,-0.0018318439833819866,0.6081159710884094,0.7938272356987,0.006863594055175781,66,1.0106713e-05,-9.411946e-06,1.3810516357458629e-05,3.2779553e-05,-3.0526186e-05,4.479226594478024e-05,4.11202335357666,103.58488464355469
1779198890.6333356,0.18776202201843262,guard-only,0,0.0,0.0,0.0,0.0,0.012047336,0.00069717504,0.0375646,-0.005215756129473448,-0.0017459947848692536,0.6078905463218689,0.7940018773078918,0.008913040161132812,67,4.145317e-06,2.1439977e-05,2.1837039100750318e-05,5.430593e-06,6.9277274e-05,6.948979781899553e-05,4.11202335357666,103.56853485107422
1779198890.7406807,0.2951071262359619,guard-only,0,0.0,0.0,0.0,0.0,0.012038372,0.00070194853,0.03756257,-0.005346877034753561,-0.0015857578255236149,0.6079352498054504,0.7939671277999878,0.01822948455810547,68,-4.818663e-06,2.621347e-05,2.6652684661709432e-05,-2.3631317e-05,6.3102554e-05,6.738227652826453e-05,4.11202335357666,103.55671691894531
1779198890.8023176,0.35674405097961426,guard-only,0,0.0,0.0,0.0,0.0,0.012019456,0.0006966181,0.03759008,-0.005619082134217024,-0.000622136692982167,0.6079887747764587,0.7939254641532898,0.007310390472412109,69,-2.3734756e-05,2.0883046e-05,3.1613925860154654e-05,-9.4754985e-05,2.2131884e-05,9.730533107393756e-05,4.11202335357666,103.54222869873047
1779198890.9035487,0.4579751491546631,guard-only,0,0.0,0.0,0.0,0.0,0.012039639,0.00070382,0.037581865,-0.0053773922845721245,-0.0016523668309673667,0.6078922748565674,0.7939996123313904,0.016858577728271484,70,-3.5520643e-06,2.8084964e-05,2.8308697415619573e-05,-2.877423e-07,3.9058054e-05,3.905911433428299e-05,4.11202335357666,103.61597442626953
1779198891.0064073,0.5608336925506592,guard-only,0,0.0,0.0,0.0,0.0,0.012053771,0.0006939997,0.03757229,-0.005517162382602692,-0.0012123495107516646,0.6079452633857727,0.793958842754364,0.01678943634033203,71,1.0579824e-05,1.8264633e-05,2.110756978384553e-05,4.098834e-05,-1.2823657e-06,4.1008394935151644e-05,4.11202335357666,103.64290618896484
1779198891.0910313,0.6454577445983887,guard-only,0,0.0,0.0,0.0,0.0,0.012040004,0.0006471742,0.037563123,-0.005964977666735649,-0.0002660912286955863,0.608144223690033,0.7938041090965271,0.015729188919067383,72,-3.1869859e-06,-2.856087e-05,2.87381304550666e-05,-1.9508861e-05,-0.00016484427,0.00016599466594019392,4.11202335357666,103.62487030029297
1779198891.1732438,0.7276701927185059,guard-only,0,0.0,0.0,0.0,0.0,0.012036175,0.00066014007,0.037542116,-0.005770585034042597,-0.0009899446740746498,0.608133852481842,0.7938129305839539,0.0063784122467041016,73,-7.0165843e-06,-1.5594997e-05,1.71007713471256e-05,-2.6203594e-05,-7.2909286e-05,7.74751080084854e-05,4.11202335357666,103.66087341308594
1779198891.2762787,0.8307051658630371,guard-only,0,0.0,0.0,0.0,0.0,0.0120589305,0.0006338833,0.037540644,-0.005807180423289537,-0.00050509930588305,0.6080371737480164,0.793887197971344,0.0059757232666015625,74,1.5739352e-05,-4.1851774e-05,4.471351093841736e-05,4.7656475e-05,-0.00012718898,0.00013582406384697582,4.11202335357666,103.66033935546875
