wall_time_s,elapsed_s,mode,thrust_raw,thrust_percent,roll_cmd_deg,pitch_cmd_deg,yawrate_cmd_deg_s,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,mocap_age_s,mocap_frame_count,drift_x_m,drift_y_m,horizontal_drift_m,velocity_x_m_s,velocity_y_m_s,horizontal_speed_m_s,battery_v,estimate_z
1779199113.9332952,0.00035953521728515625,guard-only,0,0.0,0.0,0.0,0.0,0.0131272,0.00019341707,0.03780096,-0.0034631830640137196,-0.00575118325650692,0.6176961660385132,0.7863881587982178,0.03245711326599121,72,0.0,0.0,0.0,0.0,0.0,0.0,4.053958892822266,103.3075180053711
1779199113.9954057,0.0624699592590332,guard-only,0,0.0,0.0,0.0,0.0,0.013139265,0.00018816162,0.037785027,-0.0036114410031586885,-0.005391320679336786,0.6174474954605103,0.7865853905677795,0.0010228157043457031,73,1.2064353e-05,-5.2554533e-06,1.3159346347334808e-05,3.8690647e-05,-1.6854356e-05,4.2202315460746027e-05,4.053958892822266,103.3075180053711
1779199114.0968738,0.16393804550170898,guard-only,0,0.0,0.0,0.0,0.0,0.013123287,0.00019715633,0.037791822,-0.0033449449110776186,-0.005741097964346409,0.6175923347473145,0.7864704132080078,0.010759115219116211,74,-3.9134175e-06,3.7392601e-06,5.412661241031344e-06,-2.5170311e-05,1.7618298e-05,3.072375351502869e-05,4.048680305480957,103.29278564453125
1779199114.1780095,0.24507379531860352,guard-only,0,0.0,0.0,0.0,0.0,0.01317603,0.00021062046,0.037764695,-0.0030566509813070297,-0.007307610008865595,0.6176669001579285,0.7863999009132385,0.008623123168945312,75,4.8829243e-05,1.720339e-05,5.177114617464992e-05,0.00017239481,6.083953e-05,0.00018281525790147878,4.048680305480957,103.31086730957031
1779199114.2798824,0.34694671630859375,guard-only,0,0.0,0.0,0.0,0.0,0.013143326,0.00018776208,0.03776922,-0.003552843350917101,-0.005106440745294094,0.6176153421401978,0.7864556908607483,0.00787973403930664,76,1.612585e-05,-5.6549907e-06,1.708865009786188e-05,2.5067602e-05,-2.4239082e-05,3.487001306110604e-05,4.048680305480957,103.3858871459961
1779199114.3812191,0.44828343391418457,guard-only,0,0.0,0.0,0.0,0.0,0.013133366,0.00020243414,0.037758913,-0.0035911218728870153,-0.005259009078145027,0.6177121996879578,0.7863785624504089,0.017148971557617188,77,6.1653554e-06,9.017065e-06,1.0923326806173955e-05,-1.490875e-05,3.0841242e-05,3.425570189701888e-05,4.048680305480957,103.39551544189453
1779199114.4425197,0.5095839500427246,guard-only,0,0.0,0.0,0.0,0.0,0.013151656,0.00021153968,0.0377447,-0.00387083413079381,-0.0037532660644501448,0.6176084876060486,0.7864673137664795,0.007112741470336914,78,2.44556e-05,1.8122606e-05,3.0438548025313683e-05,6.6481785e-05,5.9881368e-05,8.94740518582326e-05,4.048680305480957,103.37410736083984
1779199114.5456378,0.6127021312713623,guard-only,0,0.0,0.0,0.0,0.0,0.013100907,0.00021688174,0.03783093,-0.003444008994847536,-0.007924233563244343,0.617902934551239,0.7862069010734558,0.007675886154174805,79,-2.6293099e-05,2.3464672e-05,3.52408555777353e-05,-0.000101915815,5.7543883e-05,0.00011703902086974255,4.053958892822266,103.34687805175781
1779199114.6473064,0.7143707275390625,guard-only,0,0.0,0.0,0.0,0.0,0.013111456,0.00025214162,0.037778687,-0.003951638471335173,-0.0063116843812167645,0.6178518533706665,0.7862592935562134,0.016572952270507812,80,-1.5744008e-05,5.8724545e-05,6.079840307198646e-05,-3.722794e-05,0.00015430235,0.00015872975419661367,4.048680305480957,103.34011840820312
1779199114.7696364,0.8367006778717041,guard-only,0,0.0,0.0,0.0,0.0,0.0130845355,0.00025654212,0.03779328,-0.004003027454018593,-0.00606673676520586,0.6177551746368408,0.7863368988037109,0.004655361175537109,81,-4.266482e-05,6.3125044e-05,7.61909296951804e-05,-8.62189e-05,0.000117845346,0.0001460178889640931,4.048680305480957,103.33750915527344
