wall_time_s,elapsed_s,mode,thrust_raw,thrust_percent,roll_cmd_deg,pitch_cmd_deg,yawrate_cmd_deg_s,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,yaw_deg,mocap_age_s,mocap_frame_count,drift_x_m,drift_y_m,horizontal_drift_m,velocity_x_m_s,velocity_y_m_s,horizontal_speed_m_s,body_error_x_m,body_error_y_m,body_velocity_x_m_s,body_velocity_y_m_s,battery_v,estimate_z
1779206105.6639302,0.0010356903076171875,hold-xy,0,0.0,0.0,-0.0,0.0,0.0025262227,0.008437492,0.037399255,-0.0,-1.8160521984100342,-8.404655456542969,4.661061683302027e+23,-90.0,0.03238034248352051,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.090909004211426,106.44347381591797
1779206105.6918788,0.02898430824279785,hold-xy,0,0.0,0.00040254317,0.00080745877,0.0,0.002559606,0.008483119,0.03739336,0.008012700825929642,-0.00021407636813819408,-0.6448386311531067,-0.7642767429351807,80.30660486581887,0.005577802658081055,242,3.3383258e-05,4.5627356e-05,5.6535806785942815e-05,0.0001829181,0.00025000764,0.00030977870578526755,-5.059686e-05,2.5224103e-05,0.00027723724,-0.00013821133,4.090909004211426,106.4967269897461
1779206105.7330658,0.07017135620117188,hold-xy,0,0.0,-0.0005590005,7.421976e-05,0.0,0.0025205389,0.00846642,0.037404627,0.008124119602143764,-0.0011402398813515902,-0.6449581980705261,-0.7641737461090088,80.32450338047423,0.016173601150512695,243,-5.6838617e-06,2.892781e-05,2.9480917465298668e-05,-0.00025507784,1.1237484e-05,0.00025532524650321605,-2.756105e-05,-1.0464845e-05,-3.179274e-05,0.00025333813,4.090909004211426,106.4967269897461
1779206105.7735412,0.11064672470092773,hold-xy,0,0.0,-0.00024794563,-0.00028621618,0.0,0.0025252402,0.008446153,0.037413277,0.008863297291100025,-0.002732981462031603,-0.6449121236801147,-0.7642004489898682,80.31785158808177,0.016045331954956055,244,-9.825453e-07,8.6613e-06,8.716852135357112e-06,-0.0001438188,-0.00014187288,0.00020201921408144317,-8.372681e-06,-2.4252267e-06,-0.0001640398,0.000117909745,4.090909004211426,106.48929595947266
1779206105.7957118,0.13281726837158203,hold-xy,0,0.0,0.0005732047,-0.00025837746,0.0,0.0025551952,0.008438079,0.037420318,0.008435419760644436,-0.0021507677156478167,-0.6446583867073059,-0.7644211649894714,80.2796873211906,0.007111787796020508,245,2.8972514e-05,5.867332e-07,2.8978454486616144e-05,0.00018824443,-0.0001771905,0.00025851971260030485,-5.4699954e-06,2.845751e-05,-0.00014286372,-0.00021545857,4.090909004211426,106.48929595947266
1779206105.836535,0.17364048957824707,hold-xy,0,0.0,-0.0005928587,-0.0005281049,0.0,0.0025114138,0.008430972,0.03737857,0.008772055618464947,-0.0025733092334121466,-0.6448288559913635,-0.7642723321914673,80.30532206000858,0.01748967170715332,246,-1.480896e-05,-6.5201893e-06,1.6180796588820152e-05,-0.00029963953,-0.000194063,0.0003569934303709022,8.920872e-06,-1.349949e-05,-0.00024175027,0.00026268064,4.090909004211426,106.48929595947266
1779206105.877479,0.2145845890045166,hold-xy,0,0.0,0.00013816814,-0.00037576334,0.0,0.0025404058,0.008426398,0.037370734,0.008082627318799496,-1.8470667782821693e-05,-0.6448643207550049,-0.7642543911933899,80.31047331131406,0.017167091369628906,247,1.41831115e-05,-1.10939145e-05,1.8006542778307414e-05,1.0185468e-06,-0.0001690941,0.00016909716391069299,8.5485035e-06,1.5847985e-05,-0.0001665104,-2.9464109e-05,4.090909004211426,106.49261474609375
1779206105.8980646,0.2351701259613037,hold-xy,0,0.0,0.00035851548,0.00055569084,0.0,0.0025558127,0.008458464,0.037374493,0.008243671618402004,-0.00038617895916104317,-0.6448664665222168,-0.7642506957054138,80.3107298838887,0.0066852569580078125,248,2.958998e-05,2.0972453e-05,3.626859220179902e-05,0.0001494884,0.00019128091,0.0002427656718108173,-2.5653415e-05,2.5638115e-05,0.0002137119,-0.00011516246,4.090909004211426,106.49261474609375
1779206105.918377,0.25548243522644043,hold-xy,0,0.0,0.0009992189,0.0004404774,0.0,0.0025760727,0.008455388,0.03736932,0.007644627708941698,0.00031652729376219213,-0.6448906660079956,-0.764236569404602,80.31453913229774,0.0067560672760009766,249,4.9849972e-05,1.7896295e-05,5.2965055515155703e-05,0.00040491598,8.830478e-05,0.00041443297678441963,-2.6027927e-05,4.612856e-05,0.00015516888,-0.00038428805,4.090909004211426,106.49261474609375
1779206105.9398284,0.2769339084625244,hold-xy,0,0.0,-0.0007929411,-0.0003221647,0.0,0.0025281888,0.008443862,0.037426937,0.008538893423974514,-0.0017615464748814702,-0.6450503468513489,-0.764090359210968,80.33834535999954,0.007867097854614258,250,1.966022e-06,6.3702464e-06,6.666729392217952e-06,-0.00042279644,-0.00010818367,0.0004364178499832456,-6.609848e-06,8.690197e-07,-0.00017760697,0.00039864308,4.090909004211426,106.49261474609375
