wall_time_s,elapsed_s,mode,thrust_raw,thrust_percent,roll_cmd_deg,pitch_cmd_deg,yawrate_cmd_deg_s,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,mocap_age_s,mocap_frame_count,drift_x_m,drift_y_m,horizontal_drift_m,velocity_x_m_s,velocity_y_m_s,horizontal_speed_m_s,battery_v,estimate_z
1779199416.4038053,0.0007987022399902344,hold-xy,0,0.0,0.0,0.0,0.0,0.009213865,0.003872714,0.0375244,0.007515505887567997,-0.006309656426310539,-0.6069060564041138,-0.7947129607200623,0.06663274765014648,58,0.0,0.0,0.0,0.0,0.0,0.0,4.00117301940918,103.59334564208984
1779199416.425285,0.022278547286987305,hold-xy,0,0.0,-8.546707e-05,-6.164071e-05,0.0,0.009220374,0.003881739,0.03749981,0.00751038733869791,-0.005638750735670328,-0.6069048643112183,-0.7947189807891846,0.005846500396728516,59,6.5090135e-06,9.024981e-06,1.1127332993785786e-05,2.373644e-05,3.291143e-05,4.0578083636987733e-05,4.00117301940918,103.59334564208984
1779199416.5298483,0.12684178352355957,hold-xy,0,0.0,-6.932651e-05,-0.00010998669,0.0,0.009227119,0.003881587,0.037491094,0.0075591146014630795,-0.005929488223046064,-0.606808066368103,-0.7947903871536255,0.015683650970458984,60,1.3254583e-05,8.872943e-06,1.5950332338130968e-05,3.7978905e-05,2.255649e-05,4.4172305134237345e-05,4.00117301940918,103.56440734863281
1779199416.610965,0.20795845985412598,hold-xy,0,0.0,-0.00016037442,0.00019159284,0.0,0.009196972,0.0038923111,0.03750461,0.007599877659231424,-0.005950620863586664,-0.6068300604820251,-0.7947731018066406,0.01402592658996582,61,-1.689326e-05,1.9597122e-05,2.587333485101104e-05,-8.2679864e-05,5.4657285e-05,9.911295856264489e-05,4.00117301940918,103.60113525390625
1779199416.6921065,0.28909993171691895,hold-xy,0,0.0,-0.0002249413,0.0001201672,0.0,0.009200817,0.0039023308,0.037532542,0.007521612569689751,-0.00596798537299037,-0.6068182587623596,-0.7947826385498047,0.0033080577850341797,62,-1.3047829e-05,2.9616756e-05,3.2363529739114914e-05,-4.5317254e-05,7.0982846e-05,8.421530430963723e-05,3.995894432067871,103.65735626220703
1779199416.7936788,0.3906722068786621,hold-xy,0,0.0,-1.0908729e-05,0.00023680279,0.0,0.009185442,0.0038818994,0.037484143,0.007224672939628363,-0.0038283057510852814,-0.6067944169044495,-0.794816792011261,0.013273477554321289,63,-2.8423034e-05,9.185402e-06,2.9870394175361537e-05,-8.207378e-05,-1.7221919e-05,8.386119073679473e-05,3.995894432067871,103.62088775634766
1779199416.8953085,0.49230194091796875,hold-xy,0,0.0,5.3351745e-05,-4.9837356e-05,0.0,0.009215095,0.003873348,0.03746182,0.007329933345317841,-0.004443708807229996,-0.6067588329315186,-0.7948397397994995,0.01311349868774414,64,1.2302771e-06,6.3399784e-07,1.3840285419457492e-06,2.9944164e-05,-3.725849e-05,4.780008460774284e-05,3.995894432067871,103.62606048583984
1779199416.9765556,0.5735490322113037,hold-xy,0,0.0,-0.00012234555,-4.531068e-05,0.0,0.00921605,0.003890303,0.03751641,0.007484187837690115,-0.005550946108996868,-0.6067505478858948,-0.7948376536369324,0.010619640350341797,65,2.1848828e-06,1.7588958e-05,1.7724140439926996e-05,2.4380766e-05,3.465981e-05,4.237598654870027e-05,3.995894432067871,103.62571716308594
1779199417.0578985,0.6548919677734375,hold-xy,0,0.0,-8.828289e-05,0.00054917246,0.0,0.009150547,0.00388823,0.037482962,0.0069956728257238865,-0.004259013570845127,-0.6065422892570496,-0.7950090765953064,0.00027942657470703125,66,-6.331783e-05,1.5516067e-05,6.519122292604314e-05,-0.00019726744,1.7479078e-05,0.00019804029599088254,3.995894432067871,103.65502166748047
1779199417.159976,0.7569694519042969,hold-xy,0,0.0,-0.00021608181,-0.00014516216,0.0,0.00921499,0.0039026672,0.037502144,0.0078310901299119,-0.006541797891259193,-0.6067507863044739,-0.7948266267776489,0.01897597312927246,67,1.1250377e-06,2.9953197e-05,2.9974317265466077e-05,9.377468e-05,6.417935e-05,0.00011363397688398671,3.995894432067871,103.59136962890625
