wall_time_s,elapsed_s,mode,thrust_raw,thrust_percent,roll_cmd_deg,pitch_cmd_deg,yawrate_cmd_deg_s,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,yaw_deg,mocap_age_s,mocap_frame_count,drift_x_m,drift_y_m,horizontal_drift_m,velocity_x_m_s,velocity_y_m_s,horizontal_speed_m_s,body_error_x_m,body_error_y_m,body_velocity_x_m_s,body_velocity_y_m_s,battery_v,estimate_z
1779205775.0203083,0.0006577968597412109,hold-xy,0,0.0,0.0,-0.0,0.0,0.0043478915,0.0012360215,0.037762314,0.0043799695558846,0.003278133925050497,-0.638249933719635,-0.7698097825050354,79.32414141004166,0.0334017276763916,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11202335357666,106.15411376953125
1779205775.0845127,0.06486225128173828,hold-xy,0,0.0,-7.047989e-05,0.0001349256,0.0,0.0043439916,0.0012488882,0.03773007,0.004732014611363411,0.0026682515162974596,-0.637965202331543,-0.7700459957122803,79.281322816361,0.0027031898498535156,56,-3.8999133e-06,1.2866687e-05,1.3444737325598624e-05,-1.2328105e-05,4.0673178e-05,4.250046543706515e-05,-1.1916859e-05,-6.2249037e-06,3.7670656e-05,1.9677685e-05,4.11202335357666,106.11273193359375
1779205775.187029,0.16737842559814453,hold-xy,0,0.0,0.00032055826,6.212207e-05,0.0,0.004375574,0.0012384783,0.03772678,0.004627549089491367,0.002652594121173024,-0.6381046175956726,-0.7699311971664429,79.30206335799646,0.012946844100952148,57,2.7682632e-05,2.456829e-06,2.7791439637189926e-05,9.405273e-05,-5.3737112e-06,9.420611687401924e-05,-7.5528887e-06,2.6745429e-05,1.2178811e-05,-9.341557e-05,4.106744766235352,106.16026306152344
1779205775.2714548,0.2518043518066406,hold-xy,0,0.0,0.00018040085,-1.6899707e-05,0.0,0.0043670908,0.0012336285,0.037722893,0.004358213394880295,0.0034707505255937576,-0.6380915641784668,-0.7699403166770935,79.30072234396329,0.0023076534271240234,58,1.9199215e-05,-2.3930334e-06,1.9347777094059057e-05,3.906552e-05,-1.9066461e-05,4.3470043282320486e-05,-1.2129844e-06,1.9309717e-05,-1.1482314e-05,-4.1926138e-05,4.106744766235352,106.20311737060547
1779205775.3574886,0.33783817291259766,hold-xy,0,0.0,-0.00015044572,-0.00022194732,0.0,0.0043388903,0.0012210598,0.03773517,0.00477052666246891,0.00278845033608377,-0.6379709243774414,-0.7700405716896057,79.28225326737109,0.0032219886779785156,59,-9.001233e-06,-1.4961697e-05,1.746065777781669e-05,-7.204541e-05,-5.7644243e-05,9.22680863729857e-05,1.6374663e-05,-6.061767e-06,-7.003701e-05,6.0068443e-05,4.11202335357666,106.21131896972656
1779205775.461647,0.44199657440185547,hold-xy,0,0.0,0.00017915179,-0.0005373808,0.0,0.004359715,0.0011830884,0.03767215,0.0045030503533780575,0.004571226425468922,-0.6383453011512756,-0.7697234153747559,79.33951421679164,0.0018453598022460938,60,1.1823606e-05,-5.2933116e-05,5.423755552387356e-05,8.76611e-06,-0.00014829074,0.00014854961540408627,4.9832284e-05,2.1411575e-05,-0.0001441097,-3.6046957e-05,4.106744766235352,106.1401138305664
1779205775.548566,0.5289156436920166,hold-xy,0,0.0,-0.00010238192,-0.0004154194,0.0,0.004339277,0.001189901,0.037730485,0.0049127573147416115,0.002279221545904875,-0.6384658813476562,-0.7696311473846436,79.35560360627153,0.005087852478027344,61,-8.614734e-06,-4.612049e-05,4.6918155908159294e-05,-6.713993e-05,-7.9378675e-05,0.00010396511011853705,4.6918125e-05,5.255515e-08,-9.041438e-05,5.132235e-05,4.11202335357666,106.13147735595703
1779205775.629618,0.6099674701690674,hold-xy,0,0.0,-0.00024088708,0.00010395151,0.0,0.004332766,0.0012294534,0.037746184,0.004776208661496639,0.0020501436665654182,-0.6383079886436462,-0.7697635293006897,79.33197512693911,0.004509449005126953,62,-1.512561e-05,-6.5681525e-06,1.6490139628741484e-05,-7.092614e-05,8.979409e-05,0.00011442681532382598,9.254656e-06,-1.3648299e-05,7.5112395e-05,8.632279e-05,4.11202335357666,106.1700439453125
1779205775.711633,0.6919825077056885,hold-xy,0,0.0,5.008468e-05,-0.0002865343,0.0,0.004345606,0.0012006601,0.037686024,0.004936015233397484,0.0026130806654691696,-0.6383302211761475,-0.7697423696517944,79.33560938607577,0.014468908309936523,63,-2.2854656e-06,-3.5361387e-05,3.543516653832042e-05,3.811041e-06,-5.702341e-05,5.7150619557530374e-05,3.5173565e-05,4.2978418e-06,-5.533325e-05,-1.4297735e-05,4.11202335357666,106.1700439453125
1779205775.7725897,0.7529392242431641,hold-xy,0,0.0,4.350847e-05,-0.00063882675,0.0,0.0043403227,0.0011717586,0.037719756,0.004386316519230604,0.003854097332805395,-0.6383525133132935,-0.769722044467926,79.33989185517832,0.0015411376953125,64,-7.5688586e-06,-6.426289e-05,6.47070807348728e-05,-1.878492e-05,-0.00015726782,0.0001583857314028812,6.455393e-05,4.4492713e-06,-0.00015802855,-1.0631056e-05,4.106744766235352,106.1524887084961
1779205775.8565328,0.8368823528289795,hold-xy,0,0.0,-6.026755e-05,-0.00021371513,0.0,0.004337527,0.0011994485,0.03771788,0.004880444146692753,0.002299163257703185,-0.6384102702140808,-0.7696773409843445,79.34733568027238,0.004102945327758789,65,-1.0364689e-05,-3.6573038e-05,3.8013336808323456e-05,-2.3455852e-05,-8.012998e-06,2.4786793940789105e-05,3.7858696e-05,-3.4253626e-06,-1.2210827e-05,2.157037e-05,4.106744766235352,106.17964172363281
